model,prompt,Mutation,Code Difference,Requested,iteration
gpt-3.5-turbo,exp1,0,0.0,0.0,0
gpt-3.5-turbo,exp1,0,0.06181818181818182,0.196,1
gpt-3.5-turbo,exp1,0,0.12123855211513301,0.054000000000000006,2
gpt-3.5-turbo,exp1,0,0.3062125512456638,0.017,3
gpt-3.5-turbo,exp1,0,0.1492295214922952,0.203,4
gpt-3.5-turbo,exp1,0,0.043197102948784274,0.19,5
gpt-3.5-turbo,exp1,0,0.07220398889169402,0.06,6
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,7
gpt-3.5-turbo,exp1,0,0.0,0.045,8
gpt-3.5-turbo,exp1,0,0.0,0.034,9
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,10
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,11
gpt-3.5-turbo,exp1,0,0.0,0.315,12
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,13
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,14
gpt-3.5-turbo,exp1,0,1.4736177732895734,0.022000000000000002,15
gpt-3.5-turbo,exp1,0,0.0,0.022000000000000002,16
gpt-3.5-turbo,exp1,0,0.0,0.045,17
gpt-3.5-turbo,exp1,0,0.0,0.034,18
gpt-3.5-turbo,exp1,0,0.0,0.022000000000000002,19
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,20
gpt-3.5-turbo,exp1,0,0.0,0.034,21
gpt-3.5-turbo,exp1,0,0.0,0.022000000000000002,22
gpt-3.5-turbo,exp1,0,0.0,0.146,23
gpt-3.5-turbo,exp1,0,0.1566452185489239,0.303,24
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,25
gpt-3.5-turbo,exp1,0,0.0,0.045,26
gpt-3.5-turbo,exp1,0,0.0,0.034,27
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,28
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,29
gpt-3.5-turbo,exp1,0,0.0,0.315,30
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,31
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,32
gpt-3.5-turbo,exp1,0,0.0,0.022000000000000002,33
gpt-3.5-turbo,exp1,0,0.0,0.079,34
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,35
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,36
gpt-3.5-turbo,exp1,0,0.0,0.20199999999999999,37
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,38
gpt-3.5-turbo,exp1,0,0.0,0.022000000000000002,39
gpt-3.5-turbo,exp1,0,0.0,0.022000000000000002,40
gpt-3.5-turbo,exp1,0,0.0,0.067,41
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,42
gpt-3.5-turbo,exp1,0,0.0,0.022000000000000002,43
gpt-3.5-turbo,exp1,0,0.0,0.045,44
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,45
gpt-3.5-turbo,exp1,0,0.0,0.022000000000000002,46
gpt-3.5-turbo,exp1,0,0.12799798030800302,0.055999999999999994,47
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,48
gpt-3.5-turbo,exp1,0,0.0,0.045,49
gpt-3.5-turbo,exp1,0,0.0,0.034,50
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,51
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,52
gpt-3.5-turbo,exp1,0,0.05330748727889508,0.315,53
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,54
gpt-3.5-turbo,exp1,0,0.0,0.045,55
gpt-3.5-turbo,exp1,0,0.0,0.034,56
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,57
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,58
gpt-3.5-turbo,exp1,0,0.06339220904911687,0.315,59
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,60
gpt-3.5-turbo,exp1,0,0.0,0.045,61
gpt-3.5-turbo,exp1,0,0.0,0.034,62
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,63
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,64
gpt-3.5-turbo,exp1,0,0.0,0.315,65
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,66
gpt-3.5-turbo,exp1,0,0.16208028275687958,0.011000000000000001,67
gpt-3.5-turbo,exp1,0,0.0,0.022000000000000002,68
gpt-3.5-turbo,exp1,0,0.0,0.034,69
gpt-3.5-turbo,exp1,0,0.0,0.055999999999999994,70
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,71
gpt-3.5-turbo,exp1,0,0.0,0.034,72
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,73
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,74
gpt-3.5-turbo,exp1,0,0.0,0.337,75
gpt-3.5-turbo,exp1,0,0.6301439030547842,0.225,76
gpt-3.5-turbo,exp1,0,0.0,0.034,77
gpt-3.5-turbo,exp1,0,0.0,0.11199999999999999,78
gpt-3.5-turbo,exp1,0,0.0,0.034,79
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,80
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,81
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,82
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,83
gpt-3.5-turbo,exp1,0,0.6076748295884877,0.022000000000000002,84
gpt-3.5-turbo,exp1,0,0.0,0.022000000000000002,85
gpt-3.5-turbo,exp1,0,0.0,0.045,86
gpt-3.5-turbo,exp1,0,0.0,0.034,87
gpt-3.5-turbo,exp1,0,0.0,0.022000000000000002,88
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,89
gpt-3.5-turbo,exp1,0,0.0,0.034,90
gpt-3.5-turbo,exp1,0,0.0,0.022000000000000002,91
gpt-3.5-turbo,exp1,0,0.0,0.146,92
gpt-3.5-turbo,exp1,0,0.0,0.303,93
gpt-3.5-turbo,exp1,0,0.0,0.011000000000000001,94
gpt-3.5-turbo,exp1,0,0.0603448275862069,0.079,95
gpt-3.5-turbo,exp1,0,0.0,0.034,96
gpt-3.5-turbo,exp1,0,0.0,0.067,97
gpt-3.5-turbo,exp1,0,1.1974248927038627,0.011000000000000001,98
gpt-3.5-turbo,exp1,0,0.8621560212067659,0.022000000000000002,99
gpt-3.5-turbo,exp1,0,0.0,0.0,0
gpt-3.5-turbo,exp1,0,0.0,0.2,1
gpt-3.5-turbo,exp1,0,0.4660831509846827,0.04,2
gpt-3.5-turbo,exp1,0,0.0,0.025,3
gpt-3.5-turbo,exp1,0,0.0,0.45,4
gpt-3.5-turbo,exp1,0,0.1713747645951036,0.025,5
gpt-3.5-turbo,exp1,0,0.0,0.023,6
gpt-3.5-turbo,exp1,0,0.0,0.455,7
gpt-3.5-turbo,exp1,0,0.07919075144508671,0.023,8
gpt-3.5-turbo,exp1,0,0.0,0.068,9
gpt-3.5-turbo,exp1,0,0.5053358443188951,0.045,10
gpt-3.5-turbo,exp1,0,0.0,0.023,11
gpt-3.5-turbo,exp1,0,0.0,0.455,12
gpt-3.5-turbo,exp1,0,0.0,0.023,13
gpt-3.5-turbo,exp1,0,0.0,0.341,14
gpt-3.5-turbo,exp1,0,0.009416195856873822,0.023,15
gpt-3.5-turbo,exp1,0,0.0,0.023,16
gpt-3.5-turbo,exp1,0,0.0,0.455,17
gpt-3.5-turbo,exp1,0,0.12954545454545455,0.023,18
gpt-3.5-turbo,exp1,0,0.0,0.023,19
gpt-3.5-turbo,exp1,0,0.0,0.455,20
gpt-3.5-turbo,exp1,0,0.18539915966386555,0.023,21
gpt-3.5-turbo,exp1,0,0.0,0.019,22
gpt-3.5-turbo,exp1,0,0.09891150023663038,0.019,23
gpt-3.5-turbo,exp1,0,0.11933395004625347,0.019,24
gpt-3.5-turbo,exp1,0,0.0,0.019,25
gpt-3.5-turbo,exp1,0,0.0,0.019,26
gpt-3.5-turbo,exp1,0,0.0,0.462,27
gpt-3.5-turbo,exp1,0,0.0,0.135,28
gpt-3.5-turbo,exp1,0,0.11647331786542924,0.057999999999999996,29
gpt-3.5-turbo,exp1,0,0.0,0.019,30
gpt-3.5-turbo,exp1,0,0.0,0.019,31
gpt-3.5-turbo,exp1,0,0.0,0.462,32
gpt-3.5-turbo,exp1,0,0.063913470993117,0.135,33
gpt-3.5-turbo,exp1,0,0.0,0.019,34
gpt-3.5-turbo,exp1,0,0.0,0.019,35
gpt-3.5-turbo,exp1,0,0.0,0.019,36
gpt-3.5-turbo,exp1,0,0.0,0.038,37
gpt-3.5-turbo,exp1,0,0.0,0.019,38
gpt-3.5-turbo,exp1,0,0.0,0.019,39
gpt-3.5-turbo,exp1,0,0.0,0.019,40
gpt-3.5-turbo,exp1,0,0.0684931506849315,0.26899999999999996,41
gpt-3.5-turbo,exp1,0,1.076155462184874,0.442,42
gpt-3.5-turbo,exp1,0,0.0,0.019,43
gpt-3.5-turbo,exp1,0,0.0,0.019,44
gpt-3.5-turbo,exp1,0,0.14625392552714223,0.462,45
gpt-3.5-turbo,exp1,0,0.087248322147651,0.019,46
gpt-3.5-turbo,exp1,0,0.0,0.019,47
gpt-3.5-turbo,exp1,0,0.0,0.019,48
gpt-3.5-turbo,exp1,0,0.0,0.462,49
gpt-3.5-turbo,exp1,0,0.13942960615663197,0.135,50
gpt-3.5-turbo,exp1,0,0.0,0.26899999999999996,51
gpt-3.5-turbo,exp1,0,0.0,0.038,52
gpt-3.5-turbo,exp1,0,0.023279875840662184,0.17300000000000001,53
gpt-3.5-turbo,exp1,0,0.0,0.019,54
gpt-3.5-turbo,exp1,0,0.6313025210084033,0.019,55
gpt-3.5-turbo,exp1,0,0.0,0.019,56
gpt-3.5-turbo,exp1,0,0.0,0.019,57
gpt-3.5-turbo,exp1,0,0.0,0.462,58
gpt-3.5-turbo,exp1,0,0.0,0.135,59
gpt-3.5-turbo,exp1,0,0.0,0.057999999999999996,60
gpt-3.5-turbo,exp1,0,0.19219346627068307,0.25,61
gpt-3.5-turbo,exp1,0,0.0,0.019,62
gpt-3.5-turbo,exp1,0,0.0,0.019,63
gpt-3.5-turbo,exp1,0,0.0,0.462,64
gpt-3.5-turbo,exp1,0,0.0,0.135,65
gpt-3.5-turbo,exp1,0,0.0,0.057999999999999996,66
gpt-3.5-turbo,exp1,0,0.6307773109243697,0.25,67
gpt-3.5-turbo,exp1,0,0.5462184873949579,0.019,68
gpt-3.5-turbo,exp1,0,0.0,0.038,69
gpt-3.5-turbo,exp1,0,0.0,0.077,70
gpt-3.5-turbo,exp1,0,0.16892186817983412,0.038,71
gpt-3.5-turbo,exp1,0,0.0,0.019,72
gpt-3.5-turbo,exp1,0,0.0,0.019,73
gpt-3.5-turbo,exp1,0,0.0,0.462,74
gpt-3.5-turbo,exp1,0,0.0,0.135,75
gpt-3.5-turbo,exp1,0,0.17704757233938204,0.057999999999999996,76
gpt-3.5-turbo,exp1,0,0.0,0.019,77
gpt-3.5-turbo,exp1,0,0.0,0.019,78
gpt-3.5-turbo,exp1,0,0.28184991273996507,0.462,79
gpt-3.5-turbo,exp1,0,0.0,0.019,80
gpt-3.5-turbo,exp1,0,0.0,0.019,81
gpt-3.5-turbo,exp1,0,0.0,0.462,82
gpt-3.5-turbo,exp1,0,0.0,0.135,83
gpt-3.5-turbo,exp1,0,0.0,0.057999999999999996,84
gpt-3.5-turbo,exp1,0,0.0,0.25,85
gpt-3.5-turbo,exp1,0,0.08067632850241546,0.115,86
gpt-3.5-turbo,exp1,0,0.0,0.019,87
gpt-3.5-turbo,exp1,0,0.09380952380952381,0.019,88
gpt-3.5-turbo,exp1,0,0.0,0.019,89
gpt-3.5-turbo,exp1,0,0.0,0.019,90
gpt-3.5-turbo,exp1,0,0.0,0.462,91
gpt-3.5-turbo,exp1,0,0.13729043951064793,0.135,92
gpt-3.5-turbo,exp1,0,0.0,0.019,93
gpt-3.5-turbo,exp1,0,0.13428047662694775,0.019,94
gpt-3.5-turbo,exp1,0,0.16703200350723366,0.019,95
gpt-3.5-turbo,exp1,0,0.0,0.26899999999999996,96
gpt-3.5-turbo,exp1,0,0.0,0.038,97
gpt-3.5-turbo,exp1,0,0.0041841004184100415,0.17300000000000001,98
gpt-3.5-turbo,exp1,0,0.11483031148303115,0.019,99
gpt-3.5-turbo,exp1,0,0.0,0.0,0
gpt-3.5-turbo,exp1,0,0.0,0.034,1
gpt-3.5-turbo,exp1,0,0.15471167369901548,0.207,2
gpt-3.5-turbo,exp1,0,0.18246110325318246,0.034,3
gpt-3.5-turbo,exp1,0,0.11906556141672947,0.034,4
gpt-3.5-turbo,exp1,0,0.0,0.034,5
gpt-3.5-turbo,exp1,0,0.10962962962962963,0.034,6
gpt-3.5-turbo,exp1,0,0.28562460765850595,0.034,7
gpt-3.5-turbo,exp1,0,0.0,0.034,8
gpt-3.5-turbo,exp1,0,0.16174298375184637,0.034,9
gpt-3.5-turbo,exp1,0,0.11941448382126348,0.172,10
gpt-3.5-turbo,exp1,0,0.16619115549215407,0.172,11
gpt-3.5-turbo,exp1,0,0.0,0.379,12
gpt-3.5-turbo,exp1,0,0.0,0.10300000000000001,13
gpt-3.5-turbo,exp1,0,0.30933713471133284,0.483,14
gpt-3.5-turbo,exp1,0,0.2842767295597484,0.034,15
gpt-3.5-turbo,exp1,0,0.0,0.034,16
gpt-3.5-turbo,exp1,0,0.23204837490551777,0.069,17
gpt-3.5-turbo,exp1,0,0.09283018867924528,0.069,18
gpt-3.5-turbo,exp1,0,0.11840120663650075,0.034,19
gpt-3.5-turbo,exp1,0,0.2724358974358974,0.034,20
gpt-3.5-turbo,exp1,0,0.9334442595673876,0.034,21
gpt-3.5-turbo,exp1,0,0.08519108280254777,0.069,22
gpt-3.5-turbo,exp1,0,0.09691960931630353,0.034,23
gpt-3.5-turbo,exp1,0,0.25855263157894737,0.034,24
gpt-3.5-turbo,exp1,0,0.0,0.034,25
gpt-3.5-turbo,exp1,0,0.0,0.207,26
gpt-3.5-turbo,exp1,0,0.1437956204379562,0.034,27
gpt-3.5-turbo,exp1,0,0.08373205741626795,0.034,28
gpt-3.5-turbo,exp1,0,0.0528391167192429,0.034,29
gpt-3.5-turbo,exp1,0,0.18893387314439947,0.034,30
gpt-3.5-turbo,exp1,0,0.0,0.034,31
gpt-3.5-turbo,exp1,0,0.27711598746081506,0.207,32
gpt-3.5-turbo,exp1,0,0.10815047021943573,0.10300000000000001,33
gpt-3.5-turbo,exp1,0,0.0,0.034,34
gpt-3.5-turbo,exp1,0,0.20691994572591588,0.069,35
gpt-3.5-turbo,exp1,0,0.0,0.034,36
gpt-3.5-turbo,exp1,0,0.1504360465116279,0.069,37
gpt-3.5-turbo,exp1,0,0.0,0.034,38
gpt-3.5-turbo,exp1,0,0.0,0.034,39
gpt-3.5-turbo,exp1,0,0.3472012102874433,0.138,40
gpt-3.5-turbo,exp1,0,0.2651370299553856,0.034,41
gpt-3.5-turbo,exp1,0,0.2585987261146497,0.034,42
gpt-3.5-turbo,exp1,0,0.2857142857142857,0.034,43
gpt-3.5-turbo,exp1,0,0.27330779054916987,0.034,44
gpt-3.5-turbo,exp1,0,0.0,0.034,45
gpt-3.5-turbo,exp1,0,0.29140722291407223,0.069,46
gpt-3.5-turbo,exp1,0,0.2988422575976845,0.034,47
gpt-3.5-turbo,exp1,0,0.29140722291407223,0.172,48
gpt-3.5-turbo,exp1,0,0.11906556141672947,0.034,49
gpt-3.5-turbo,exp1,0,0.0,0.034,50
gpt-3.5-turbo,exp1,0,0.2919442761962447,0.034,51
gpt-3.5-turbo,exp1,0,0.2729019859064702,0.034,52
gpt-3.5-turbo,exp1,0,0.0,0.034,53
gpt-3.5-turbo,exp1,0,0.13853141559424678,0.034,54
gpt-3.5-turbo,exp1,0,0.28282208588957053,0.034,55
gpt-3.5-turbo,exp1,0,0.14421669106881405,0.034,56
gpt-3.5-turbo,exp1,0,0.0,0.034,57
gpt-3.5-turbo,exp1,0,0.0,0.069,58
gpt-3.5-turbo,exp1,0,0.16440422322775264,0.034,59
gpt-3.5-turbo,exp1,0,0.0,0.034,60
gpt-3.5-turbo,exp1,0,0.2594733461785485,0.069,61
gpt-3.5-turbo,exp1,0,0.0,0.034,62
gpt-3.5-turbo,exp1,0,0.28806333739342266,0.069,63
gpt-3.5-turbo,exp1,0,0.28979343863912516,0.034,64
gpt-3.5-turbo,exp1,0,0.0,0.034,65
gpt-3.5-turbo,exp1,0,0.5176701570680629,0.172,66
gpt-3.5-turbo,exp1,0,0.11812179016874541,0.069,67
gpt-3.5-turbo,exp1,0,0.0,0.034,68
gpt-3.5-turbo,exp1,0,0.1590909090909091,0.207,69
gpt-3.5-turbo,exp1,0,0.0,0.034,70
gpt-3.5-turbo,exp1,0,0.0,0.10300000000000001,71
gpt-3.5-turbo,exp1,0,0.1450037565740045,0.172,72
gpt-3.5-turbo,exp1,0,0.0,0.034,73
gpt-3.5-turbo,exp1,0,0.16988950276243095,0.069,74
gpt-3.5-turbo,exp1,0,0.0,0.069,75
gpt-3.5-turbo,exp1,0,0.22341954022988506,0.138,76
gpt-3.5-turbo,exp1,0,0.05134281200631911,0.10300000000000001,77
gpt-3.5-turbo,exp1,0,0.0,0.034,78
gpt-3.5-turbo,exp1,0,0.16797153024911032,0.207,79
gpt-3.5-turbo,exp1,0,0.17138707334785766,0.034,80
gpt-3.5-turbo,exp1,0,0.16931582584657912,0.069,81
gpt-3.5-turbo,exp1,0,0.062402496099843996,0.034,82
gpt-3.5-turbo,exp1,0,0.0,0.034,83
gpt-3.5-turbo,exp1,0,0.23798798798798798,0.207,84
gpt-3.5-turbo,exp1,0,0.1547360809833695,0.069,85
gpt-3.5-turbo,exp1,0,0.0,0.034,86
gpt-3.5-turbo,exp1,0,1.0465890183028286,0.034,87
gpt-3.5-turbo,exp1,0,0.0,0.069,88
gpt-3.5-turbo,exp1,0,0.26832377310388783,0.034,89
gpt-3.5-turbo,exp1,0,0.20435967302452315,0.034,90
gpt-3.5-turbo,exp1,0,0.0,0.034,91
gpt-3.5-turbo,exp1,0,0.18819444444444444,0.034,92
gpt-3.5-turbo,exp1,0,0.0,0.24100000000000002,93
gpt-3.5-turbo,exp1,0,0.0893854748603352,0.345,94
gpt-3.5-turbo,exp1,0,0.27004490057729313,0.034,95
gpt-3.5-turbo,exp1,0,0.22266560255387072,0.034,96
gpt-3.5-turbo,exp1,0,1.232945091514143,0.034,97
gpt-3.5-turbo,exp1,0,0.16326530612244897,0.207,98
gpt-3.5-turbo,exp1,0,0.14895209580838323,0.034,99
gpt-3.5-turbo,exp1,0,0.0,0.0,0
gpt-3.5-turbo,exp1,0,0.0,0.05,1
gpt-3.5-turbo,exp1,0,0.0,0.05,2
gpt-3.5-turbo,exp1,0,1.0,0.05,3
gpt-3.5-turbo,exp1,0,1.2190423775454045,0.034,4
gpt-3.5-turbo,exp1,0,0.16094619666048238,0.031,5
gpt-3.5-turbo,exp1,0,0.0,0.25,6
gpt-3.5-turbo,exp1,0,0.06732263076126359,0.031,7
gpt-3.5-turbo,exp1,0,0.07376623376623377,0.031,8
gpt-3.5-turbo,exp1,0,0.8277247614264189,0.21899999999999997,9
gpt-3.5-turbo,exp1,0,0.0,0.062,10
gpt-3.5-turbo,exp1,0,0.05159574468085106,0.031,11
gpt-3.5-turbo,exp1,0,0.055201698513800426,0.43799999999999994,12
gpt-3.5-turbo,exp1,0,0.0,0.031,13
gpt-3.5-turbo,exp1,0,0.05023796932839767,0.062,14
gpt-3.5-turbo,exp1,0,0.0,0.43799999999999994,15
gpt-3.5-turbo,exp1,0,0.035963499731615674,0.031,16
gpt-3.5-turbo,exp1,0,0.12856452392460124,0.031,17
gpt-3.5-turbo,exp1,0,0.10798816568047337,0.281,18
gpt-3.5-turbo,exp1,0,0.16666666666666666,0.031,19
gpt-3.5-turbo,exp1,0,0.13845424371740161,0.312,20
gpt-3.5-turbo,exp1,0,0.24709302325581395,0.031,21
gpt-3.5-turbo,exp1,0,1.3573684210526316,0.062,22
gpt-3.5-turbo,exp1,0,0.10567901234567902,0.031,23
gpt-3.5-turbo,exp1,0,0.20135856380397865,0.114,24
gpt-3.5-turbo,exp1,0,0.31515444015444016,0.057,25
gpt-3.5-turbo,exp1,0,0.0,0.114,26
gpt-3.5-turbo,exp1,0,0.08196721311475409,0.028999999999999998,27
gpt-3.5-turbo,exp1,0,0.0,0.086,28
gpt-3.5-turbo,exp1,0,0.15160493827160493,0.057,29
gpt-3.5-turbo,exp1,0,0.0,0.2,30
gpt-3.5-turbo,exp1,0,0.03211888782358581,0.028999999999999998,31
gpt-3.5-turbo,exp1,0,0.0,0.114,32
gpt-3.5-turbo,exp1,0,0.027924891670678863,0.086,33
gpt-3.5-turbo,exp1,0,0.2091299258681233,0.086,34
gpt-3.5-turbo,exp1,0,0.02857142857142857,0.028999999999999998,35
gpt-3.5-turbo,exp1,0,0.07210031347962383,0.028999999999999998,36
gpt-3.5-turbo,exp1,0,0.541819205857505,0.057,37
gpt-3.5-turbo,exp1,0,0.07062528115159694,0.057,38
gpt-3.5-turbo,exp1,0,0.0,0.055999999999999994,39
gpt-3.5-turbo,exp1,0,0.06736842105263158,0.055999999999999994,40
gpt-3.5-turbo,exp1,0,0.066815144766147,0.027999999999999997,41
gpt-3.5-turbo,exp1,0,0.0,0.028999999999999998,42
gpt-3.5-turbo,exp1,0,0.05314213412062421,0.20600000000000002,43
gpt-3.5-turbo,exp1,0,0.08887987012987013,0.059000000000000004,44
gpt-3.5-turbo,exp1,0,0.0,0.028999999999999998,45
gpt-3.5-turbo,exp1,0,0.2073127440539581,0.028999999999999998,46
gpt-3.5-turbo,exp1,0,0.0,0.028999999999999998,47
gpt-3.5-turbo,exp1,0,0.039777587681779296,0.353,48
gpt-3.5-turbo,exp1,0,0.0,0.059000000000000004,49
gpt-3.5-turbo,exp1,0,0.5060133630289533,0.028999999999999998,50
gpt-3.5-turbo,exp1,0,0.0657511444028298,0.028999999999999998,51
gpt-3.5-turbo,exp1,0,0.013186813186813187,0.028999999999999998,52
gpt-3.5-turbo,exp1,0,0.010690423162583519,0.47100000000000003,53
gpt-3.5-turbo,exp1,0,0.031910306166451054,0.028999999999999998,54
gpt-3.5-turbo,exp1,0,0.07311028500619579,0.028999999999999998,55
gpt-3.5-turbo,exp1,0,0.47508067407673,0.057,56
gpt-3.5-turbo,exp1,0,0.0,0.025,57
gpt-3.5-turbo,exp1,0,0.08475141808475142,0.025,58
gpt-3.5-turbo,exp1,0,0.0,0.024,59
gpt-3.5-turbo,exp1,0,0.21888555221888556,0.024,60
gpt-3.5-turbo,exp1,0,0.0,0.024,61
gpt-3.5-turbo,exp1,0,0.8184851518184851,0.024,62
gpt-3.5-turbo,exp1,0,0.0,0.049,63
gpt-3.5-turbo,exp1,0,0.0,0.195,64
gpt-3.5-turbo,exp1,0,0.0,0.049,65
gpt-3.5-turbo,exp1,0,0.0,0.024,66
gpt-3.5-turbo,exp1,0,0.324657991324658,0.073,67
gpt-3.5-turbo,exp1,0,0.0,0.024,68
gpt-3.5-turbo,exp1,0,0.0,0.22,69
gpt-3.5-turbo,exp1,0,0.0,0.024,70
gpt-3.5-turbo,exp1,0,0.23674911660777384,0.268,71
gpt-3.5-turbo,exp1,0,0.0,0.024,72
gpt-3.5-turbo,exp1,0,0.0,0.024,73
gpt-3.5-turbo,exp1,0,1.0789566443426155,0.024,74
